순번,의료기관명,시도명,시군구명,주소,형태
3119,송인무이비인후과의원,부산광역시,영도구,부산광역시 영도구 태종로 129 (영선동1가),의원
3120,동부외과의원,서울특별시,중랑구,서울특별시 중랑구 사가정로 404-6 2 3층 (면목동),의원
3121,강남원의원,서울특별시,강남구,서울특별시 강남구 자곡로 180 강남유탑유블레스 1층 109  109-2호 (자곡동) ,의원
3122,우성가정의원,충청남도,당진시,충청남도 당진시 당진중앙3로 72 (읍내동) ,의원
3123,대구광역시남구보건소,대구광역시,남구,대구광역시 남구 영선길 34 (대명동),보건기관
3124,효성시티병원,부산광역시,해운대구,부산광역시 해운대구 해운대로 135 (재송동),병원
3125,성심의원,충청남도,논산시,충청남도 논산시 양촌면 매죽헌로 1690 ,의원
3126,안심가정연합의원,대구광역시,동구,대구광역시 동구 반야월로 373 (신서동),의원
3127,동남의원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 서성일로 1177 ,의원
3128,동의보감한의원,경기도,양주시,경기도 양주시 평화로 1420 (덕계동),의원
3129,참사랑외과의원,경상북도,영주시,경상북도 영주시 풍기읍 기주로 88,의원
3130,권현민내과의원,서울특별시,양천구,서울특별시 양천구 목동남로4길 2 203호 (신정동  세양청마루2차 주상복합상가),의원
3131,한소아청소년과의원,울산광역시,북구,울산광역시 북구 염포로 601 2층 (양정동  현대자동차회관),의원
3132,장인수가정의학과의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 쪽구름로 120 (반월동) ,의원
3133,망운가정의원,전라남도,무안군,전라남도 무안군 망운면 운해로 1401,의원
3134,가슴속사랑내과의원,경상남도,김해시,경상남도 김해시 삼계중앙로 27 삼계메디칼 2층 201호 (삼계동) ,의원
3135,서울선내과의원,경기도,화성시,경기도 화성시 송산면 사강로 161 2층 ,의원
3136,의료법인 거붕 백병원,경상남도,거제시,경상남도 거제시 계룡로5길 14 (상동동) ,병원
3137,더라인치과의원,서울특별시,금천구,서울특별시 금천구 가산디지털1로 128 201호 (가산동  STX V - tower),의원
3138,체담한방병원,부산광역시,북구,부산광역시 북구 만덕대로 23 폴라렉스 11  12층 (덕천동) ,병원
3139,양난경의원,서울특별시,서대문구,서울특별시 서대문구 신촌로35길 10 1층 118호 (북아현동  e편한세상신촌4단지),의원
3140,자연한의원,경상남도,김해시,경상남도 김해시 율하3로 56 301호 (율하동) ,의원
3141,신동진내과의원,서울특별시,관악구,서울특별시 관악구 은천로 38 2층 (봉천동),의원
3142,아나파나마취통증의학과의원,인천광역시,서구,인천광역시 서구 가정로 375 303호 (신현동  금강아미움),의원
3143,연세이도치과의원,서울특별시,중구,서울특별시 중구 다산로 104 현대빌딩 201호 (신당동),의원
3144,범물경대연합내과의원,대구광역시,수성구,대구광역시 수성구 지범로 161 2-3층 (지산동) ,의원
3145,미앤숨송천의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 솔내로 135 (송천동1가) ,의원
3146,가나신경외과의원,광주광역시,동구,광주광역시 동구 중앙로 288 (계림동) ,의원
3147,정의태내과의원,경상남도,김해시,경상남도 김해시 대청로 117 (대청동  대청프라자) ,의원
3148,한빛신경외과의원,대구광역시,남구,대구광역시 남구 대명로 180 (대명동),의원
3149,박앤박치과의원,전북특별자치도,전주시 덕진구,전북특별자치도 전주시 덕진구 안전로 195 (장동) ,의원
3150,정인영비뇨기과의원,경상북도,포항시 북구,경상북도 포항시 북구 중앙로 237-1 (죽도동),의원
3151,세브란스외과의원,충청북도,제천시,충청북도 제천시 의림대로18길 3 (중앙로2가),의원
3152,남부가정의학과의원,전북특별자치도,익산시,전북특별자치도 익산시 평동로 726 (동산동) ,의원
3153,중앙마취통증의학과의원,경상북도,구미시,경상북도 구미시 야은로 443 1 2층 (도량동) ,의원
3154,금강삼의한의원,경기도,남양주시,경기도 남양주시 화도읍 경춘로2437번길 17,의원
3155,서울삼성치과의원,충청북도,청주시 상당구,충청북도 청주시 상당구 상당로 4-2 2층 (서운동) ,의원
3156,한양성모의원,경기도,여주시,경기도 여주시 가남읍 태평로 25 ,의원
3157,세란의원,서울특별시,양천구,서울특별시 양천구 목동서로 77 (목동  현대월드타워),의원
3158,삼성속편한의원,서울특별시,은평구,서울특별시 은평구 응암로 264 서울빌딩 2층 (응암동) ,의원
3159,푸른의원,서울특별시,양천구,서울특별시 양천구 신정로11길 54 (신정동),의원
3160,최진현소아청소년과의원,경기도,남양주시,경기도 남양주시 진접읍 해밀예당3로 61 301호 (중앙프라자),의원
3161,의료법인 연강의료재단 연강병원,제주특별자치도,제주시,제주특별자치도 제주시 죽성서길 6 (오등동) ,병원
3162,이준각가정의학과의원,경기도,고양시 덕양구,경기도 고양시 덕양구 동송로 69 2층 (삼송동),의원
3163,인성병원,강원특별자치도,춘천시,강원특별자치도 춘천시 금강로 39 (낙원동) ,병원
3164,21세기내과의원,경기도,양주시,경기도 양주시 고읍남로 6-16 (광사동  광장프라자 3층),의원
3165,스타내과의원,서울특별시,강남구,서울특별시 강남구 헌릉로 569 4층 402호 (세곡동  강남리더스프라자),의원
3166,제일내과의원,대전광역시,중구,대전광역시 중구 선화로 20 2층 (용두동) ,의원
3167,열린한의원,경기도,남양주시,경기도 남양주시 경춘로1308번길 8-12 2층 210호 (평내동  대명상가),의원
3168,남동우리메디칼의원,인천광역시,남동구,인천광역시 남동구 남동대로 705 1층일부 2층 3층 5층 (구월동),의원
3169,수성연합정형외과의원,대구광역시,수성구,대구광역시 수성구 명덕로 406 1 3층 (수성동2가),의원
3170,센트럴치과의원,경상남도,김해시,경상남도 김해시 내외중앙로 60 신한프라자 3층 301호 (내동) ,의원
3171,가톨릭대학교 여의도성모병원,서울특별시,영등포구,서울특별시 영등포구 63로 10 여의도성모병원 (여의도동) ,병원
3172,김앤신연합소아청소년과의원,대구광역시,달서구,대구광역시 달서구 상원로 128 3층 (상인동),의원
3173,유진치과의원,서울특별시,송파구,서울특별시 송파구 가락로 244 3층 (방이동) ,의원
3174,세중힐링의원,강원특별자치도,춘천시,강원특별자치도 춘천시 공지로333번길 8 (효자동) ,의원
3175,효인경희한의원,전북특별자치도,전주시 완산구,전북특별자치도 전주시 완산구 거마평로 190 (효자동1가) ,의원
3176,최소아청소년과의원,경기도,고양시 덕양구,경기도 고양시 덕양구 중앙로 450 명성프라자 303 603호 (행신동) ,의원
3177,가온경희한의원,서울특별시,강남구,서울특별시 강남구 선릉로 654 예인빌딩 401호 (삼성동) ,의원
3178,연세플러스치과의원,인천광역시,서구,인천광역시 서구 건지로 402 (가좌동),의원
3179,이대규내과의원,경상남도,창원시 의창구,경상남도 창원시 의창구 읍성로 77 (소답동) ,의원
3180,충청북도 충주의료원,충청북도,충주시,충청북도 충주시 안림로 239-50 충청북도충주의료원 ,병원
3181,남성의원,서울특별시,동작구,서울특별시 동작구 사당로 215 301호 (사당동  서림빌딩),의원
3182,준내과의원,서울특별시,강동구,서울특별시 강동구 구천면로 200 (천호동  문화빌딩) ,의원
3183,미래와희망산부인과의원,서울특별시,강남구,서울특별시 강남구 언주로 707 지하1층-11층 (논현동) ,의원
3184,청계의원,전라남도,무안군,전라남도 무안군 청계면 청계중앙길 3-4,의원
3185,관악성모의원,서울특별시,관악구,서울특별시 관악구 쑥고개로 51-1 (봉천동),의원
3186,(사)인구보건복지협회 서울지회 가족보건의원,서울특별시,광진구,서울특별시 광진구 긴고랑로13길 62 1층  2층 (중곡동) ,의원
3187,보람한의원,대전광역시,대덕구,대전광역시 대덕구 중리북로 4 2층 (법동),의원
3188,굿모닝가정의학과의원,부산광역시,동래구,부산광역시 동래구 명장로 50 2층 (명장동),의원
3189,서울적십자병원,서울특별시,종로구,서울특별시 종로구 새문안로 9 적십자병원 (평동),병원
3190,은계하나내과의원,경기도,시흥시,경기도 시흥시 은계번영길 19 은계 디스퀘어큐브 4층 403-404호 (은행동),의원
3191,제일내과의원,충청남도,아산시,충청남도 아산시 충무로 16 (온천동),의원
3192,선릉다나아이비인후과의원,서울특별시,강남구,서울특별시 강남구 테헤란로 310 두꺼비빌딩 3층 (역삼동),의원
3193,홍내과의원,전북특별자치도,익산시,전북특별자치도 익산시 고봉로30길 22 (영등동) ,의원
3194,리앤홍이비인후과의원,경기도,성남시 분당구,경기도 성남시 분당구 성남대로331번길 7 401호 402-1일부호 (정자동  정자스타빌딩) ,의원
3195,제니스원치과의원,경상북도,포항시 북구,경상북도 포항시 북구 중흥로 308 4층 (죽도동) ,의원
3196,삼성스카이병원,충청남도,천안시 서북구,충청남도 천안시 서북구 성정공원1길 9-4 호원빌딩 1층 2층 4층-6층 (성정동) ,병원
3197,성거메디컬의원,충청남도,천안시 서북구,충청남도 천안시 서북구 성거읍 성거길 104,의원
3198,하루에치과의원,서울특별시,강남구,서울특별시 강남구 강남대로162길 41-11 하루에치과빌딩 지하1층 지상2-3층 (신사동),의원
3199,이비뇨기과의원,충청남도,공주시,충청남도 공주시 무령로 236 4층 (중동  금강의원연합빌딩) ,의원
3200,조장호이비인후과의원,경기도,수원시 권선구,경기도 수원시 권선구 덕영대로 1090 (세류동),의원
3201,어울림홍내과의원,경기도,고양시 덕양구,경기도 고양시 덕양구 고양대로1384번길 6 2층 (성사동  어울림마을8단지),의원
3202,장앤탑내과재활의학과의원,인천광역시,남동구,인천광역시 남동구 구월로 212 226호 227호 239호 242호 (구월동  힐캐슬프라자) ,의원
3203,성모정형외과의원,충청북도,청주시 흥덕구,충청북도 청주시 흥덕구 오송읍 오송생명로 208-8 3층 ,의원
3204,기린의원,대전광역시,대덕구,대전광역시 대덕구 계족로663번길 32 203호 (법동  상가) ,의원
3205,미천보건지소,경상남도,진주시,경상남도 진주시 미천면 오방로 729,보건기관
3206,연동365일의원,제주특별자치도,제주시,제주특별자치도 제주시 연북로 99 2층 (연동  365빌딩) ,의원
3207,경희으뜸한의원,세종특별자치시,세종특별자치시,세종특별자치시 다정중앙로 51 더다정빌딩 2층 203호 (다정동),의원
3208,우리이비인후과의원,부산광역시,연제구,부산광역시 연제구 안연로 36 4층 (연산동),의원
3209,우리아동소아청소년과의원,경기도,부천시 소사구,경기도 부천시 소사구  소사동로 78 304호 (소사본동  유성메트로) ,의원
3210,한사랑의원,경기도,하남시,경기도 하남시 하남대로 851 두명빌딩 3층 (덕풍동),의원
3211,연세휴내과의원,경기도,화성시,경기도 화성시 동탄순환대로20길 124 우성스타파크A동 5층 501-505호 (목동) ,의원
3212,남대문세화한의원,서울특별시,중구,서울특별시 중구 남대문로 30 good&good상동교회 4층 421호 (남창동) ,의원
3213,국군함평병원,전라남도,함평군,전라남도 함평군 해보면 신해로 1027 ,병원
